accident_index,vehicle_reference,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_(cc),propulsion_code,age_of_vehicle,driver_imd_decile,driver_home_area_type,vehicle_imd_decile,NUmber_of_Casualities_unique_to_accident_index,No_of_Vehicles_involved_unique_to_accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_(district),local_authority_(highway),1st_road_class,1st_road_number,road_type,speed_limit,junction_detail,junction_control,2nd_road_class,2nd_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
201506E098757,2,9,0,18,0,8,0,0,0,0,3,1,6,1,45,7,1794,1,11,-1,1,-1,1,2,384980,394830,-2.227629,53.450014,6,3,2,1,42250,2,1899-12-30 12:56:00,102,E08000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01005288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E098766,1,9,0,9,0,8,0,0,0,0,4,1,6,2,25,5,1582,2,1,-1,-1,-1,1,2,383870,394420,-2.244322,53.446296,6,3,2,1,14/03/2015,7,1899-12-30 15:55:00,102,E08000003,3,5103,3,40,6,2,5,0,0,5,1,1,1,0,0,1,1,E01005178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E098766,2,9,0,18,0,8,0,0,0,0,1,1,6,1,51,8,-1,-1,-1,-1,1,-1,1,2,383870,394420,-2.244322,53.446296,6,3,2,1,14/03/2015,7,1899-12-30 15:55:00,102,E08000003,3,5103,3,40,6,2,5,0,0,5,1,1,1,0,0,1,1,E01005178,1,1,1,51,8,3,0,0,0,0,0,9,1,3
201506E098777,1,20,0,4,0,0,0,0,0,0,1,1,1,1,50,8,4462,2,1,-1,1,-1,1,1,386710,395700,-2.201617,53.457881,6,3,1,1,42311,4,1899-12-30 10:15:00,102,E08000003,3,6,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01005232,1,3,2,34,6,3,1,1,0,0,0,0,1,1
201506E098780,1,9,0,15,0,1,0,0,0,0,4,1,6,1,27,6,1598,2,-1,-1,1,-1,1,2,384280,395200,-2.238188,53.453319,6,3,2,1,42158,6,1899-12-30 08:03:00,102,E08000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01005242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E098780,2,1,0,9,0,5,0,0,0,0,1,1,6,1,46,8,-1,-1,-1,-1,1,-1,1,2,384280,395200,-2.238188,53.453319,6,3,2,1,42158,6,1899-12-30 08:03:00,102,E08000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01005242,1,1,1,46,8,3,0,0,0,0,0,1,1,2
201506E098792,1,3,0,4,0,2,0,0,0,0,1,1,1,2,27,6,50,1,8,-1,1,-1,1,2,383870,393730,-2.244286,53.440094,6,3,2,1,19/03/2015,5,1899-12-30 20:35:00,102,E08000003,3,5103,3,40,6,2,5,0,0,5,7,1,1,0,0,1,1,E01005279,1,1,2,27,6,3,0,0,0,0,0,3,1,3
201506E098792,2,9,0,4,0,2,0,0,0,0,2,1,1,1,33,6,1995,2,10,-1,1,-1,1,2,383870,393730,-2.244286,53.440094,6,3,2,1,19/03/2015,5,1899-12-30 20:35:00,102,E08000003,3,5103,3,40,6,2,5,0,0,5,7,1,1,0,0,1,1,E01005279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E098804,1,9,0,14,0,1,0,0,0,0,4,1,6,1,24,5,1398,1,1,-1,1,-1,1,1,385110,395540,-2.225706,53.4564,6,3,1,1,19/03/2015,5,1899-12-30 17:15:00,102,E08000003,4,5117,3,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01005284,1,3,1,12,3,3,1,2,0,0,0,0,1,2
201506E098826,1,9,0,4,0,0,0,0,0,0,1,1,6,1,25,5,1686,2,8,-1,1,-1,1,2,384770,396880,-2.230891,53.468434,6,3,2,1,19/03/2015,5,1899-12-30 21:10:00,102,E08000003,3,34,3,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01005062,1,2,1,25,5,3,0,0,1,0,0,9,1,1
201506E098826,2,8,0,4,0,0,0,0,0,0,2,1,1,1,43,7,1997,2,6,-1,1,-1,1,2,384770,396880,-2.230891,53.468434,6,3,2,1,19/03/2015,5,1899-12-30 21:10:00,102,E08000003,3,34,3,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01005062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E098847,1,1,0,18,0,1,0,0,0,0,3,1,6,1,29,6,-1,-1,-1,-1,1,-1,1,2,383820,395860,-2.245149,53.459238,6,3,2,1,18/03/2015,4,1899-12-30 22:32:00,102,E08000003,4,5219,3,30,6,2,3,5103,0,5,4,1,1,0,0,1,1,E01005208,1,1,1,29,6,3,0,0,0,0,0,1,1,1
201506E098847,2,9,0,18,0,1,0,0,0,0,1,1,6,2,43,7,1149,1,5,-1,1,-1,1,2,383820,395860,-2.245149,53.459238,6,3,2,1,18/03/2015,4,1899-12-30 22:32:00,102,E08000003,4,5219,3,30,6,2,3,5103,0,5,4,1,1,0,0,1,1,E01005208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E098925,1,9,0,5,0,8,0,0,0,0,1,1,3,2,41,7,2967,2,1,-1,1,-1,1,5,382340,394040,-2.267336,53.442831,6,3,5,1,18/03/2015,4,1899-12-30 08:30:00,102,E08000003,3,6010,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01005301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E098925,2,9,0,18,0,8,0,0,0,0,1,1,2,2,23,5,999,1,1,-1,1,-1,1,5,382340,394040,-2.267336,53.442831,6,3,5,1,18/03/2015,4,1899-12-30 08:30:00,102,E08000003,3,6010,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01005301,1,1,2,23,5,3,0,0,0,0,0,9,1,2
201506E098925,3,9,0,2,0,1,0,0,0,0,3,1,6,2,51,8,1199,1,16,-1,1,-1,1,5,382340,394040,-2.267336,53.442831,6,3,5,1,18/03/2015,4,1899-12-30 08:30:00,102,E08000003,3,6010,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01005301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E098925,4,9,0,2,0,1,0,0,0,0,1,1,3,1,45,7,1796,1,12,-1,1,-1,1,5,382340,394040,-2.267336,53.442831,6,3,5,1,18/03/2015,4,1899-12-30 08:30:00,102,E08000003,3,6010,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01005301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E098925,5,9,0,2,0,1,0,0,0,0,1,1,6,1,51,8,1798,1,8,-1,1,-1,1,5,382340,394040,-2.267336,53.442831,6,3,5,1,18/03/2015,4,1899-12-30 08:30:00,102,E08000003,3,6010,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01005301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099370,1,9,0,5,0,8,0,0,0,0,1,1,6,2,55,8,4000,1,8,-1,1,-1,1,2,381400,393810,-2.281474,53.440731,6,3,2,1,30/03/2015,2,1899-12-30 15:33:00,102,E08000003,3,5145,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01005153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099370,2,1,0,18,0,8,0,0,0,0,3,1,4,1,15,3,-1,-1,-1,-1,-1,-1,1,2,381400,393810,-2.281474,53.440731,6,3,2,1,30/03/2015,2,1899-12-30 15:33:00,102,E08000003,3,5145,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01005153,1,1,1,15,3,3,0,0,0,0,0,1,-1,-1
201506E099429,1,9,0,4,0,0,0,0,0,0,1,1,6,2,37,7,1598,2,3,-1,-1,-1,3,2,383820,393300,-2.245017,53.436227,6,3,2,3,42220,4,1899-12-30 14:07:00,102,E08000003,3,5103,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01005279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099429,2,9,0,4,0,0,0,0,0,0,2,1,6,1,26,6,1197,1,1,-1,1,-1,3,2,383820,393300,-2.245017,53.436227,6,3,2,3,42220,4,1899-12-30 14:07:00,102,E08000003,3,5103,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01005279,1,1,1,26,6,3,0,0,0,0,0,9,1,1
201506E099429,2,9,0,4,0,0,0,0,0,0,2,1,6,1,26,6,1197,1,1,-1,1,-1,3,2,383820,393300,-2.245017,53.436227,6,3,2,3,42220,4,1899-12-30 14:07:00,102,E08000003,3,5103,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01005279,2,2,2,50,8,3,0,0,1,0,0,9,1,8
201506E099429,2,9,0,4,0,0,0,0,0,0,2,1,6,1,26,6,1197,1,1,-1,1,-1,3,2,383820,393300,-2.245017,53.436227,6,3,2,3,42220,4,1899-12-30 14:07:00,102,E08000003,3,5103,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01005279,3,2,1,21,5,3,0,0,2,0,0,9,1,1
201506E099455,1,9,0,18,0,8,0,0,0,0,1,1,6,1,40,7,2995,1,5,-1,1,-1,1,2,387780,393830,-2.18543,53.441099,6,3,2,1,21/03/2015,7,1899-12-30 11:30:00,102,E08000003,4,6178,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01005222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099455,2,9,0,9,0,8,0,0,0,0,3,1,6,2,48,8,1242,1,8,-1,1,-1,1,2,387780,393830,-2.18543,53.441099,6,3,2,1,21/03/2015,7,1899-12-30 11:30:00,102,E08000003,4,6178,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01005222,1,1,2,48,8,3,0,0,0,0,0,9,1,2
201506E099474,1,9,0,18,0,8,0,0,0,0,3,1,2,2,47,8,1896,2,7,-1,-1,-1,1,1,387370,394230,-2.191618,53.444684,6,3,1,1,42039,5,1899-12-30 17:05:00,102,E08000003,3,6,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01005221,1,3,1,10,2,3,4,3,0,0,0,0,1,1
201506E099505,1,9,0,9,0,8,0,0,0,0,1,1,6,1,37,7,-1,-1,-1,-1,1,-1,1,2,384830,395320,-2.229912,53.454414,6,3,2,1,25/03/2015,4,1899-12-30 13:45:00,102,E08000003,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,E01005285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099505,2,9,0,18,0,8,0,0,0,0,3,1,6,1,41,7,1896,2,7,-1,1,-1,1,2,384830,395320,-2.229912,53.454414,6,3,2,1,25/03/2015,4,1899-12-30 13:45:00,102,E08000003,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,E01005285,1,1,1,41,7,3,0,0,0,0,0,9,1,1
201506E099534,1,9,0,16,0,0,1,0,7,10,3,1,6,1,32,6,1396,1,11,-1,1,-1,1,1,386880,397040,-2.199114,53.46993,6,2,1,1,22/03/2015,1,1899-12-30 07:10:00,102,E08000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01005067,1,1,1,32,6,2,0,0,0,0,0,9,1,1
201506E099637,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,1686,2,10,-1,-1,-1,2,2,386580,395560,-2.203569,53.456619,6,3,2,2,42008,4,1899-12-30 16:53:00,102,E08000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01005230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099637,2,9,0,3,0,0,0,0,0,0,2,1,6,1,33,6,-1,-1,-1,-1,1,-1,2,2,386580,395560,-2.203569,53.456619,6,3,2,2,42008,4,1899-12-30 16:53:00,102,E08000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01005230,1,1,1,33,6,3,0,0,0,0,0,9,1,1
201506E099637,2,9,0,3,0,0,0,0,0,0,2,1,6,1,33,6,-1,-1,-1,-1,1,-1,2,2,386580,395560,-2.203569,53.456619,6,3,2,2,42008,4,1899-12-30 16:53:00,102,E08000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01005230,2,2,2,34,6,3,0,0,1,0,0,9,1,1
201506E099749,1,9,0,18,0,1,0,0,0,0,1,1,6,1,15,3,1242,1,8,-1,1,-1,1,2,386290,392870,-2.207818,53.432433,6,3,2,1,42098,7,1899-12-30 15:25:00,102,E08000003,3,34,3,40,6,2,5,0,0,5,1,1,1,0,0,1,1,E01005121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099749,2,9,0,9,0,1,0,0,0,0,2,1,6,2,31,6,1198,1,1,-1,1,-1,1,2,386290,392870,-2.207818,53.432433,6,3,2,1,42098,7,1899-12-30 15:25:00,102,E08000003,3,34,3,40,6,2,5,0,0,5,1,1,1,0,0,1,1,E01005121,1,1,2,31,6,3,0,0,0,0,0,9,1,1
201506E099755,1,11,0,18,0,0,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,382460,393080,-2.265476,53.434206,6,3,1,1,27/03/2015,6,1899-12-30 15:30:00,102,E08000003,5,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01005081,1,3,1,13,3,3,6,9,0,0,0,0,1,2
201506E099797,1,9,0,18,0,8,0,0,0,0,1,1,6,1,30,6,-1,-1,-1,-1,-1,-1,1,2,386620,393980,-2.202899,53.442419,6,2,2,1,42312,7,1899-12-30 10:50:00,102,E08000003,3,5079,3,30,1,4,4,5093,0,0,1,1,1,0,0,1,2,E01005218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099797,2,1,0,18,0,8,0,0,0,0,2,1,6,2,33,6,-1,-1,-1,-1,1,-1,1,2,386620,393980,-2.202899,53.442419,6,2,2,1,42312,7,1899-12-30 10:50:00,102,E08000003,3,5079,3,30,1,4,4,5093,0,0,1,1,1,0,0,1,2,E01005218,1,1,2,33,6,2,0,0,0,0,0,1,1,1
201506E099800,1,9,0,18,0,8,0,0,0,0,1,1,6,1,27,6,1997,2,7,-1,1,-1,1,2,382090,394590,-2.271131,53.447766,6,3,2,1,22/03/2015,1,1899-12-30 15:48:00,102,E08000003,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,E01005299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099800,2,9,0,18,0,8,0,0,0,0,1,1,6,2,33,6,1390,1,3,-1,1,-1,1,2,382090,394590,-2.271131,53.447766,6,3,2,1,22/03/2015,1,1899-12-30 15:48:00,102,E08000003,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,E01005299,1,1,2,33,6,3,0,0,0,0,0,9,1,6
201506E099833,1,9,0,18,0,0,1,0,0,0,1,1,6,1,26,6,1396,1,12,-1,-1,-1,2,3,382790,397530,-2.260754,53.474215,6,3,3,2,42342,1,1899-12-30 18:40:00,102,E08000003,3,57,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099833,2,9,0,18,0,0,0,0,0,0,2,1,6,2,51,8,1587,1,10,-1,1,-1,2,3,382790,397530,-2.260754,53.474215,6,3,3,2,42342,1,1899-12-30 18:40:00,102,E08000003,3,57,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033673,1,1,2,51,8,3,0,0,0,0,0,9,1,1
201506E099833,3,10,0,18,0,0,0,0,0,0,2,1,1,1,33,6,-1,-1,-1,-1,1,-1,2,3,382790,397530,-2.260754,53.474215,6,3,3,2,42342,1,1899-12-30 18:40:00,102,E08000003,3,57,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033673,2,1,1,33,6,3,0,0,0,0,0,10,1,1
201506E099888,1,9,0,18,0,0,0,0,0,0,1,1,6,1,25,5,-1,-1,-1,-1,1,-1,1,1,383830,395630,-2.244987,53.457171,6,3,1,1,42251,5,1899-12-30 23:50:00,102,E08000003,3,5103,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01005245,1,3,1,15,3,3,5,3,0,0,0,0,1,1
201506E099976,1,1,0,18,0,8,0,0,0,0,1,1,1,1,13,3,-1,-1,-1,-1,1,-1,1,2,387020,393670,-2.196864,53.439642,6,3,2,1,16/04/2015,5,1899-12-30 12:25:00,102,E08000003,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,E01005216,1,1,1,13,3,3,0,0,0,0,0,1,1,3
201506E099976,2,9,0,18,0,8,0,0,0,0,1,1,6,2,51,8,998,1,1,-1,1,-1,1,2,387020,393670,-2.196864,53.439642,6,3,2,1,16/04/2015,5,1899-12-30 12:25:00,102,E08000003,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,E01005216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099978,1,9,0,18,0,0,0,0,0,0,1,1,2,1,34,6,-1,-1,-1,-1,1,-1,1,2,382260,389540,-2.268285,53.40238,6,3,2,1,16/04/2015,5,1899-12-30 18:30:00,102,E08000003,3,5103,3,70,0,-1,-1,0,0,0,1,1,1,0,3,1,1,E01005112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099978,2,9,0,12,0,0,0,0,0,0,2,1,2,2,25,5,1229,1,10,-1,1,-1,1,2,382260,389540,-2.268285,53.40238,6,3,2,1,16/04/2015,5,1899-12-30 18:30:00,102,E08000003,3,5103,3,70,0,-1,-1,0,0,0,1,1,1,0,3,1,1,E01005112,1,1,2,25,5,3,0,0,0,0,0,9,1,4
201506E099988,1,9,0,9,0,8,0,0,0,0,1,1,2,2,40,7,1598,1,10,-1,1,-1,1,2,385390,391440,-2.221297,53.419555,6,2,2,1,15/04/2015,4,1899-12-30 08:45:00,102,E08000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01005175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506E099988,2,1,0,18,0,8,0,0,0,0,1,1,2,1,33,6,-1,-1,-1,-1,1,-1,1,2,385390,391440,-2.221297,53.419555,6,2,2,1,15/04/2015,4,1899-12-30 08:45:00,102,E08000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01005175,1,1,1,33,6,2,0,0,0,0,0,1,1,5
201506EM06421,1,9,0,18,0,8,0,0,0,0,1,1,2,2,65,9,998,1,8,-1,1,-1,1,2,379180,389930,-2.314636,53.405773,6,3,2,1,25/09/2015,6,1899-12-30 06:45:00,102,E08000003,5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01005114,1,1,2,65,9,3,0,0,0,0,0,9,1,8
201506EM06421,2,9,0,7,0,6,0,0,0,0,3,1,2,2,27,6,1086,1,7,-1,1,-1,1,2,379180,389930,-2.314636,53.405773,6,3,2,1,25/09/2015,6,1899-12-30 06:45:00,102,E08000003,5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01005114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201506F000007,1,9,0,18,0,0,0,4,0,0,1,1,1,1,51,8,1997,2,2,-1,3,-1,2,3,382000,397870,-2.272675,53.477245,6,3,3,2,16/04/2015,5,1899-12-30 12:05:00,107,E08000006,3,57,3,40,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01005667,1,1,1,51,8,3,0,0,0,0,0,9,3,9
201506F000007,2,9,0,3,0,0,0,0,0,0,2,1,1,1,37,7,998,1,1,-1,1,-1,2,3,382000,397870,-2.272675,53.477245,6,3,3,2,16/04/2015,5,1899-12-30 12:05:00,107,E08000006,3,57,3,40,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01005667,2,1,1,37,7,3,0,0,0,0,0,9,1,7
201506F000007,3,9,0,3,0,0,0,0,0,0,3,1,1,1,35,6,1995,2,3,-1,1,-1,2,3,382000,397870,-2.272675,53.477245,6,3,3,2,16/04/2015,5,1899-12-30 12:05:00,107,E08000006,3,57,3,40,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01005667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
